#  ModEM impedance responses for Created with MTMESH
#  Period(s) Code GG_Lat GG_Lon X(m) Y(m) Z(m) Component Real Imag Error
>  Full_Impedance
>  exp(+i\omega t)     
>  [mV/km]/[nT]
>   0.000
>   -24.793   22.419    0.000
>  25 241
1.000000E+00 CPV001_imp_rev          -17.860   19.137   766361.661  -340366.587        0.000 ZXX    2.360450E-01    4.848710E-01    5.140720E-01
1.000000E+00 CPV001_imp_rev          -17.860   19.137   766361.661  -340366.587        0.000 ZXY    4.072990E+00    2.913660E+00    2.570360E-01
1.000000E+00 CPV001_imp_rev          -17.860   19.137   766361.661  -340366.587        0.000 ZYX   -4.567230E+00   -2.643540E+00    2.570360E-01
1.000000E+00 CPV001_imp_rev          -17.860   19.137   766361.661  -340366.587        0.000 ZYY   -4.261530E-01   -6.541630E-01    5.140720E-01
1.492870E+00 CPV001_imp_rev          -17.860   19.137   766361.661  -340366.587        0.000 ZXX    2.712150E-01    5.129330E-01    4.649850E-01
1.492870E+00 CPV001_imp_rev          -17.860   19.137   766361.661  -340366.587        0.000 ZXY    3.932350E+00    2.240910E+00    2.324920E-01
1.492870E+00 CPV001_imp_rev          -17.860   19.137   766361.661  -340366.587        0.000 ZYX   -4.321860E+00   -2.035100E+00    2.324920E-01
1.492870E+00 CPV001_imp_rev          -17.860   19.137   766361.661  -340366.587        0.000 ZYY   -2.907420E-01   -5.898680E-01    4.649850E-01
2.228660E+00 CPV001_imp_rev          -17.860   19.137   766361.661  -340366.587        0.000 ZXX    2.934490E-01    4.684660E-01    4.257100E-01
2.228660E+00 CPV001_imp_rev          -17.860   19.137   766361.661  -340366.587        0.000 ZXY    3.731950E+00    1.800260E+00    2.128550E-01
2.228660E+00 CPV001_imp_rev          -17.860   19.137   766361.661  -340366.587        0.000 ZYX   -4.094150E+00   -1.538960E+00    2.128550E-01
2.228660E+00 CPV001_imp_rev          -17.860   19.137   766361.661  -340366.587        0.000 ZYY   -1.312950E-01   -4.861630E-01    4.257100E-01
3.327100E+00 CPV001_imp_rev          -17.860   19.137   766361.661  -340366.587        0.000 ZXX    1.787510E-01    3.865090E-01    3.949030E-01
3.327100E+00 CPV001_imp_rev          -17.860   19.137   766361.661  -340366.587        0.000 ZXY    3.416210E+00    1.650710E+00    1.974510E-01
3.327100E+00 CPV001_imp_rev          -17.860   19.137   766361.661  -340366.587        0.000 ZYX   -3.931010E+00   -1.200610E+00    1.974510E-01
